#danRer7.ensGene.name	danRer7.ensGene.chrom	danRer7.ensGene.strand	danRer7.ensGene.txStart	danRer7.ensGene.txEnd	danRer7.ensGene.cdsStart	danRer7.ensGene.cdsEnd	danRer7.ensGene.exonCount	danRer7.ensGene.exonStarts	danRer7.ensGene.exonEnds	danRer7.ensGene.name2	danRer7.ensemblToGeneName.value	danRer7.geneSymbol
ENSDART00000136654	chr1	-	7192319	7219398	7194614	7219132	5	7192319,7196229,7211984,7216405,7219054,	7194794,7196398,7212104,7216503,7219398,	ENSDARG00000022668	grapb	grapb
ENSDART00000081093	chr1	-	7192322	7219398	7194614	7219132	7	7192322,7193313,7193553,7196229,7211984,7216405,7219054,	7193253,7193523,7194794,7196398,7212104,7216503,7219398,	ENSDARG00000022668	grapb	grapb
ENSDART00000141604	chr1	+	7381075	7477583	7381075	7477583	29	7381075,7385856,7388240,7390909,7401838,7410145,7412263,7417217,7422851,7426337,7428859,7434861,7445385,7445581,7445939,7449313,7452140,7452406,7455019,7459267,7463607,7465091,7468200,7469199,7470587,7472129,7474030,7477184,7477425,	7381211,7385990,7388338,7391069,7402151,7410238,7412601,7417527,7423003,7426523,7428977,7435017,7445486,7445705,7446008,7449498,7452267,7452532,7455109,7459460,7463759,7465201,7468334,7469270,7470666,7472251,7474324,7477341,7477583,	ENSDARG00000070528	cacna1hb	cacna1hb
ENSDART00000103611	chr1	+	7381100	7479825	7381100	7479825	41	7381100,7385856,7388240,7390909,7401838,7410145,7412263,7412935,7414192,7414574,7415853,7417177,7422851,7426337,7428859,7434861,7440525,7440685,7441058,7443145,7443285,7445385,7445581,7445939,7449313,7452137,7452406,7455019,7458196,7459267,7463607,7465091,7468200,7469199,7470587,7472129,7474030,7477181,7477409,7479162,7479685,	7381211,7385990,7388338,7391069,7402151,7410238,7412812,7412968,7414215,7414615,7415871,7417527,7423003,7426523,7428977,7435017,7440605,7440878,7441074,7443155,7443607,7445486,7445705,7446008,7449498,7452267,7452532,7455106,7458199,7459460,7463759,7465201,7468334,7469270,7470666,7472251,7474285,7477325,7477583,7479655,7479825,	ENSDARG00000070528	cacna1hb	cacna1hb
ENSDART00000103626	chr1	+	7597406	7608093	7601315	7606600	5	7597406,7600332,7601267,7602996,7605820,	7597510,7600447,7601424,7603328,7608093,	ENSDARG00000002377	mief2	mief2
ENSDART00000121439	chr1	+	7597406	7608091	7601315	7607221	6	7597406,7600332,7601267,7602996,7605820,7607105,	7597510,7600447,7601424,7603328,7605953,7608091,	ENSDARG00000002377	mief2	mief2
ENSDART00000141283	chr1	+	7597415	7605897	7597415	7605897	5	7597415,7600292,7601267,7602996,7605820,	7597510,7600447,7601424,7603328,7605897,	ENSDARG00000002377	mief2	mief2
ENSDART00000103652	chr1	-	7839803	7983514	7842068	7983514	12	7839803,7844261,7846690,7846978,7849244,7852280,7852516,7853357,7853781,7857589,7886524,7983133,	7843847,7844500,7846878,7847139,7849474,7852406,7852670,7853523,7853984,7857704,7887120,7983514,	ENSDARG00000070543	grin2ab	grin2ab
ENSDART00000137900	chr1	-	7841707	7993986	7842068	7983514	14	7841707,7844261,7846690,7846978,7849244,7852280,7852516,7853357,7853781,7857589,7886524,7983133,7992738,7993470,	7843847,7844500,7846878,7847139,7849474,7852406,7852670,7853523,7853984,7857704,7887120,7983529,7992924,7993986,	ENSDARG00000070543	grin2ab	grin2ab
ENSDART00000006211	chr1	+	8080802	8140996	8080930	8140650	17	8080802,8081576,8105001,8108551,8114686,8120568,8120798,8122908,8123939,8127152,8127408,8128285,8130062,8132096,8132743,8132922,8140494,	8081091,8081608,8105084,8108663,8114815,8120725,8120933,8123005,8124086,8127326,8127500,8128348,8130201,8132177,8132851,8133063,8140996,	ENSDARG00000008723	prkcba	prkcba
ENSDART00000143587	chr1	-	8245890	8271713	8245890	8271713	22	8245890,8248397,8248596,8250792,8251440,8253432,8253802,8255989,8257889,8258318,8259466,8259739,8259962,8260192,8261087,8262592,8262773,8264035,8264187,8265729,8267989,8271654,	8246061,8248465,8248720,8250920,8251588,8253632,8253902,8256179,8257980,8258538,8259595,8259867,8260116,8260271,8261355,8262697,8262896,8264108,8264260,8265763,8268107,8271713,	ENSDARG00000058475	ern2	ern2
ENSDART00000081355	chr1	-	8245896	8268155	8245896	8268155	24	8245896,8248397,8248596,8249186,8249235,8250841,8251440,8253432,8253802,8255990,8257889,8258360,8258625,8259431,8259739,8259962,8260192,8261087,8262592,8262773,8264035,8264187,8265729,8267989,	8246061,8248465,8248720,8249197,8249276,8250920,8251588,8253632,8253918,8256179,8258001,8258538,8258644,8259625,8259870,8260116,8260271,8261355,8262697,8262896,8264108,8264260,8265763,8268155,	ENSDARG00000058475	ern2	ern2
ENSDART00000147904	chr1	-	8815453	8934592	8817248	8932348	18	8815453,8860264,8869239,8880764,8884380,8884747,8889592,8897067,8909877,8924046,8926985,8927180,8927484,8928638,8929729,8931970,8932201,8934513,	8817410,8860455,8869444,8880855,8884472,8884804,8889733,8897212,8909964,8924108,8927100,8927311,8927566,8928763,8929909,8932111,8932362,8934592,	ENSDARG00000033852	mad1l1	mad1l1
ENSDART00000103478	chr1	-	8816884	8934573	8817248	8932348	9	8816884,8860264,8869239,8880764,8884408,8929853,8931970,8932201,8934513,	8817410,8860455,8869444,8880821,8884421,8929909,8932111,8932362,8934573,	ENSDARG00000033852	mad1l1	mad1l1
ENSDART00000103479	chr1	-	8816884	8934573	8817248	8932348	9	8816884,8860264,8869239,8880764,8907999,8929847,8931970,8932201,8934513,	8817410,8860455,8869444,8880821,8908006,8929909,8932111,8932362,8934573,	ENSDARG00000033852	mad1l1	mad1l1
ENSDART00000048610	chr1	-	8816887	8932348	8817248	8932348	17	8816887,8860264,8869239,8880764,8884380,8884747,8889592,8897067,8909877,8924046,8926985,8927180,8927484,8928638,8929729,8931970,8932201,	8817410,8860455,8869444,8880855,8884472,8884804,8889733,8897212,8909964,8924108,8927100,8927311,8927566,8928763,8929909,8932111,8932348,	ENSDARG00000033852	mad1l1	mad1l1
ENSDART00000132607	chr1	+	9042467	9058198	9042467	9058104	5	9042467,9045160,9045405,9057703,9057995,	9042491,9045317,9045510,9057893,9058198,	ENSDARG00000077542	si:dkeyp-75b4.8	si:dkeyp-75b4.8
ENSDART00000110698	chr1	+	9303265	9313555	9305245	9313199	6	9303265,9305201,9306910,9307335,9309314,9313014,	9303411,9305348,9307248,9307465,9310091,9313555,	ENSDARG00000079452	rbm46	rbm46
ENSDART00000046283	chr1	+	9554808	9624627	9554945	9624083	12	9554808,9587694,9598731,9608551,9608884,9612727,9614025,9616031,9616246,9618159,9618391,9624045,	9555385,9587807,9598857,9608671,9609054,9612869,9614097,9616162,9616394,9618297,9618457,9624627,	ENSDARG00000034785	dachb	dachb
ENSDART00000132076	chr1	+	9554808	9672912	9554945	9672356	3	9554808,9587694,9672278,	9555385,9587809,9672912,	ENSDARG00000034785	dachb	dachb
ENSDART00000103535	chr1	+	9554808	9672902	9554954	9672313	3	9554808,9587694,9672278,	9555385,9587807,9672902,	ENSDARG00000034785	dachb	dachb
ENSDART00000103531	chr1	+	9554945	9624083	9554945	9624083	14	9554945,9587694,9598731,9608551,9608884,9612727,9614025,9616031,9616246,9617049,9617680,9618145,9618391,9624045,	9555385,9587807,9598857,9608671,9609054,9612869,9614097,9616162,9616301,9617082,9617738,9618297,9618457,9624083,	ENSDARG00000034785	dachb	dachb
ENSDART00000131294	chr1	-	9662984	9796448	9662984	9754040	12	9662984,9665654,9665965,9672222,9674376,9686065,9693557,9695467,9739092,9753653,9796079,9796333,	9663860,9665744,9666007,9672447,9674572,9686388,9693697,9695804,9739614,9754048,9796256,9796448,	ENSDARG00000070504	trpc5a	trpc5a
ENSDART00000040502	chr1	-	9662984	9754031	9662984	9754031	13	9662984,9663233,9663531,9665654,9665965,9672234,9674376,9686065,9693557,9695467,9695591,9739092,9753653,	9663200,9663444,9663860,9665744,9666007,9672447,9674572,9686388,9693697,9695549,9695804,9739614,9754031,	ENSDARG00000070504	trpc5a	trpc5a
ENSDART00000140495	chr1	-	9685679	9796448	9686061	9754040	7	9685679,9693557,9695467,9739092,9753653,9796079,9796333,	9686388,9693697,9695804,9739614,9754048,9796256,9796448,	ENSDARG00000070504	trpc5a	trpc5a
ENSDART00000139749	chr1	-	9959772	9982728	9959834	9981875	24	9959772,9962997,9963194,9963349,9963697,9965349,9965605,9966182,9966457,9967891,9968154,9970363,9970529,9972097,9974983,9975764,9977970,9978600,9979743,9979931,9981102,9981511,9981745,9982683,	9959928,9963108,9963275,9963450,9963853,9965520,9965713,9966263,9966555,9967982,9968250,9970447,9970617,9972200,9975113,9975882,9978130,9978704,9979844,9980027,9981189,9981612,9981911,9982728,	ENSDARG00000087107	si:ch73-222h13.1	si:ch73-222h13.1
ENSDART00000111387	chr1	-	9959834	9965692	9959834	9965692	8	9959834,9960139,9962997,9963194,9963349,9963697,9965349,9965605,	9959928,9960187,9963108,9963275,9963450,9963853,9965520,9965692,	ENSDARG00000087107	si:ch73-222h13.1	si:ch73-222h13.1
ENSDART00000007013	chr1	-	10008203	10098074	10009976	10098074	26	10008203,10009973,10012089,10018272,10024681,10031164,10036828,10039482,10042297,10042550,10044747,10047157,10049713,10056706,10059094,10061530,10076849,10077123,10080824,10084452,10084808,10087685,10089290,10095650,10097640,10097869,	10008399,10009999,10012182,10018387,10024925,10031323,10036894,10039521,10042434,10042662,10044914,10047315,10049799,10056908,10059169,10061592,10076910,10077199,10080971,10084721,10084926,10087842,10089463,10095840,10097795,10098074,	ENSDARG00000008487	dmd	dmd
ENSDART00000102903	chr1	-	10008301	10258954	10008301	10258826	78	10008301,10012089,10018272,10024681,10031164,10033433,10036828,10039482,10042297,10042550,10044747,10047157,10049713,10056706,10059094,10061530,10076849,10077123,10080824,10084452,10084808,10087685,10089290,10095650,10097640,10097869,10099700,10101602,10101865,10102144,10109513,10112290,10113634,10113939,10114389,10116074,10116449,10118245,10118588,10124567,10126766,10128394,10130043,10131743,10132284,10133297,10134021,10134289,10136008,10136283,10141764,10142210,10147201,10147592,10148361,10150092,10153092,10157438,10169545,10170127,10171963,10176999,10177404,10181078,10181441,10184882,10185080,10185317,10195424,10199983,10200489,10204357,10204753,10208088,10212153,10212928,10215412,10258744,	10008399,10012182,10018393,10024925,10031323,10033499,10036894,10039521,10042434,10042662,10044914,10047315,10049799,10056908,10059169,10061592,10076910,10077199,10080971,10084721,10084926,10087842,10089463,10095840,10097795,10098081,10099818,10101769,10101947,10102225,10109663,10112422,10113782,10114115,10114513,10116220,10116632,10118416,10118741,10124702,10126883,10128565,10130166,10131923,10132455,10133453,10134195,10134400,10136170,10136436,10141899,10142393,10147372,10147748,10148475,10150305,10153238,10157619,10169787,10170215,10172087,10177172,10177584,10181186,10181543,10185002,10185231,10185499,10195616,10200118,10200668,10204476,10204926,10208181,10212231,10213021,10215474,10258954,	ENSDARG00000008487	dmd	dmd
ENSDART00000111041	chr1	+	10871413	10881803	10871413	10881803	16	10871413,10872844,10873141,10874027,10874279,10876145,10876195,10876378,10877801,10877953,10878884,10879208,10879373,10879961,10881405,10881677,	10871543,10873037,10873261,10874085,10874408,10876193,10876302,10876510,10877868,10878000,10879093,10879283,10879496,10880040,10881544,10881803,	ENSDARG00000074213	eif3bb	eif3bb
ENSDART00000134531	chr1	+	10872844	10888788	10872844	10888788	17	10872844,10873141,10874027,10874279,10876144,10876378,10877801,10877953,10878884,10879210,10879373,10879961,10881405,10881677,10886876,10887076,10888684,	10873037,10873261,10874085,10874408,10876302,10876510,10877868,10878000,10879095,10879283,10879496,10880040,10881544,10881803,10886954,10887185,10888788,	ENSDARG00000074213	eif3bb	eif3bb
ENSDART00000033361	chr1	-	10962666	11031476	10966886	11030720	15	10962666,10969706,10971467,10975774,10979588,10979769,10979946,10984511,10986000,10989869,10990142,10995528,11013157,11030594,11031054,	10967060,10969782,10971647,10975911,10979681,10979862,10980002,10984587,10986073,10989965,10990363,10995640,11013327,11030741,11031476,	ENSDARG00000007678	ttyh3b	ttyh3b
ENSDART00000131116	chr1	-	10962800	11030729	10966886	11030729	14	10962800,10969706,10971467,10975774,10979588,10979769,10979946,10984511,10986000,10989869,10990142,10995528,11013157,11030594,	10967060,10969782,10971647,10975911,10979681,10979862,10980002,10984587,10986073,10989965,10990363,10995640,11013327,11030729,	ENSDARG00000007678	ttyh3b	ttyh3b
ENSDART00000103412	chr1	-	11078674	11144910	11087784	11144643	17	11078674,11083817,11087783,11088877,11089119,11091625,11091919,11095495,11099639,11109308,11110285,11115326,11120254,11120509,11121054,11128184,11144591,	11079166,11083910,11087964,11089015,11089257,11091834,11092009,11095533,11099830,11109449,11110349,11115419,11120355,11120587,11121167,11128280,11144910,	ENSDARG00000070460	grk4	grk4
ENSDART00000128330	chr1	-	11078676	11144643	11083844	11144643	16	11078676,11087832,11088877,11089119,11091625,11091919,11095495,11099639,11109308,11110285,11115326,11120254,11120509,11121054,11128184,11144591,	11083910,11087964,11089015,11089257,11091834,11092009,11095533,11099830,11109449,11110349,11115419,11120355,11120587,11121167,11128280,11144643,	ENSDARG00000070460	grk4	grk4
ENSDART00000080100	chr1	-	11245713	11280431	11249239	11275580	10	11245713,11252797,11254169,11256809,11257050,11258781,11258934,11259139,11274668,11280341,	11249489,11252964,11254259,11256953,11257127,11258856,11259043,11259175,11275732,11280431,	ENSDARG00000042988	SLC24A2 (1 of 2)	SLC24A2 (1 of 2)
ENSDART00000111805	chr1	-	11249038	11280423	11249168	11275580	3	11249038,11274953,11280341,	11249237,11275732,11280423,	ENSDARG00000042988	SLC24A2 (1 of 2)	SLC24A2 (1 of 2)
ENSDART00000145929	chr1	-	11256825	11274988	11274988	11274988	7	11256825,11257050,11257263,11258781,11258934,11259139,11274668,	11256953,11257127,11257290,11258856,11259043,11259175,11274988,	ENSDARG00000042988	SLC24A2 (1 of 2)	SLC24A2 (1 of 2)
ENSDART00000132752	chr1	-	11258803	11274948	11274948	11274948	5	11258803,11258934,11259139,11270845,11274668,	11258856,11259043,11259175,11270902,11274948,	ENSDARG00000042988	SLC24A2 (1 of 2)	SLC24A2 (1 of 2)
ENSDART00000146067	chr1	-	11660586	11690179	11660919	11689183	22	11660586,11661528,11661960,11663636,11665659,11666038,11666633,11666798,11669822,11670011,11672470,11672728,11675244,11677506,11680406,11684263,11686585,11686879,11688412,11688989,11689149,11689937,	11660982,11661624,11662039,11663833,11665852,11666184,11666708,11666870,11669921,11670189,11672562,11672819,11675315,11677572,11680529,11684393,11686641,11686952,11688462,11689057,11689191,11690179,	ENSDARG00000057248	sclt1	sclt1
ENSDART00000079782	chr1	-	11660919	11689183	11660919	11689183	21	11660919,11661528,11661960,11663636,11665659,11666038,11666633,11666798,11669822,11670011,11672470,11672728,11675244,11677506,11680406,11684263,11686585,11686879,11688412,11688989,11689149,	11660982,11661624,11662039,11663833,11665852,11666184,11666708,11666870,11669921,11670189,11672562,11672819,11675315,11677572,11680529,11684393,11686641,11686952,11688462,11689057,11689183,	ENSDARG00000057248	sclt1	sclt1
ENSDART00000011414	chr1	-	12841964	12860838	12843026	12860838	8	12841964,12845529,12845986,12848222,12848408,12848695,12857391,12860763,	12843663,12845877,12846176,12848303,12848585,12848803,12857599,12860838,	ENSDARG00000079626	elf2b	elf2b
ENSDART00000103383	chr1	-	12841964	12852898	12843026	12852817	7	12841964,12845529,12845986,12848222,12848408,12848695,12852759,	12843663,12845877,12846176,12848303,12848585,12848803,12852898,	ENSDARG00000079626	elf2b	elf2b
ENSDART00000021693	chr1	+	12914286	13044995	12914286	13043163	48	12914286,12962584,12968901,12971291,12971563,12974129,12975873,12978777,12981432,12981805,12984644,12984921,12987325,12989476,12989665,12992880,12993323,12993643,12994931,12995151,12996094,12996274,12996470,12999681,13000058,13003494,13003902,13004966,13009596,13010102,13012216,13013854,13014150,13016446,13017730,13017969,13020191,13020322,13021885,13028393,13028554,13028788,13029034,13029343,13035004,13036448,13037133,13043142,	12914409,12962686,12969000,12971390,12971662,12974315,12975897,12978876,12981531,12981904,12984842,12985020,12987424,12989575,12989863,12992979,12993422,12993841,12995030,12995250,12996193,12996373,12996543,12999805,13000143,13003595,13003938,13005191,13009695,13010257,13012428,13014047,13014247,13016675,13017856,13018092,13020224,13020344,13027651,13028471,13028686,13028929,13029236,13029416,13035088,13036613,13037307,13044995,	ENSDARG00000009026	CR388002.1	CR388002.1
ENSDART00000044896	chr1	-	13048223	13118821	13048723	13118560	22	13048223,13051357,13053986,13054395,13056836,13060868,13061284,13063294,13068647,13072750,13075093,13075847,13076052,13076385,13078251,13080466,13080997,13081555,13086503,13086642,13114904,13118498,	13048727,13051586,13054081,13054471,13056857,13060970,13061333,13063339,13068707,13072791,13075136,13075931,13076175,13076480,13078335,13080569,13081070,13081621,13086558,13086702,13114999,13118821,	ENSDARG00000014273	camk2d2	camk2d2
ENSDART00000040049	chr1	-	13048223	13118821	13048723	13118560	19	13048223,13051357,13053986,13054395,13061284,13063294,13072750,13075093,13075847,13076052,13076385,13078251,13080466,13080997,13081555,13086503,13086642,13114904,13118498,	13048727,13051586,13054081,13054471,13061333,13063339,13072791,13075136,13075931,13076175,13076480,13078335,13080569,13081070,13081621,13086558,13086702,13114999,13118821,	ENSDARG00000014273	camk2d2	camk2d2
ENSDART00000098095	chr1	+	13228200	13249023	13228200	13249023	14	13228200,13234109,13236341,13238516,13238970,13239142,13240448,13240618,13242791,13245446,13245666,13247817,13248602,13248931,	13228545,13234198,13236526,13238681,13239032,13239223,13240517,13240739,13242948,13245588,13245837,13247997,13248768,13249023,	ENSDARG00000056742	crmp1	crmp1
ENSDART00000064468	chr1	+	13233143	13249457	13233209	13249023	14	13233143,13234109,13236341,13238516,13238970,13239142,13240448,13240618,13242791,13245446,13245666,13247817,13248602,13248931,	13233257,13234198,13236526,13238681,13239032,13239223,13240517,13240739,13242948,13245588,13245837,13247997,13248768,13249457,	ENSDARG00000056742	crmp1	crmp1
ENSDART00000111475	chr1	+	13865539	13927467	13865539	13927467	6	13865539,13868681,13869123,13924295,13926964,13927265,	13868113,13869093,13869398,13924494,13927154,13927467,	ENSDARG00000078898	pcdh7a	pcdh7a
