#dm3.ensGene.name	dm3.ensGene.chrom	dm3.ensGene.strand	dm3.ensGene.txStart	dm3.ensGene.txEnd	dm3.ensGene.cdsStart	dm3.ensGene.cdsEnd	dm3.ensGene.exonCount	dm3.ensGene.exonStarts	dm3.ensGene.exonEnds	dm3.ensGene.name2	dm3.ensemblToGeneName.value	dm3.geneSymbol
FBtr0304047	chr4	-	349441	379283	349832	376092	17	349441,350896,363547,369620,369838,370106,370355,371228,371390,372211,372509,372806,374976,375305,375656,375935,379257,	350054,350965,363686,369772,370050,370305,370669,371316,371835,372453,372752,373216,375187,375592,375851,376107,379283,	FBgn0259214	PMCA	PMCA
FBtr0304049	chr4	-	349441	379283	349832	376092	19	349441,350896,358161,363547,369620,369838,370106,370355,371228,371390,372211,372509,372806,374568,374976,375305,375656,375935,379257,	350054,350965,358173,363686,369772,370050,370305,370669,371316,371835,372453,372752,373216,374604,375187,375592,375851,376107,379283,	FBgn0259214	PMCA	PMCA
FBtr0304050	chr4	-	350142	379283	352190	376092	17	350142,363547,369620,369838,370106,370355,371228,371390,372211,372509,372806,374568,374976,375305,375656,375935,379175,	352628,363686,369772,370050,370305,370669,371316,371835,372453,372752,373216,374604,375187,375592,375851,376107,379283,	FBgn0259214	PMCA	PMCA
FBtr0300558	chr4	-	351481	379283	352190	376092	17	351481,363547,369620,369838,370106,370355,371228,371390,372211,372509,372806,374568,374976,375305,375656,375935,379175,	352628,363686,369772,370050,370305,370669,371316,371835,372453,372752,373216,374604,375187,375592,375851,376107,379283,	FBgn0259214	PMCA	PMCA
FBtr0300559	chr4	-	355295	379283	355666	376092	17	355295,363547,369620,369838,370106,370355,371228,371390,372211,372509,372806,374568,374976,375305,375656,375935,379175,	355699,363686,369772,370050,370305,370669,371316,371835,372453,372752,373216,374604,375187,375592,375851,376107,379283,	FBgn0259214	PMCA	PMCA
FBtr0307043	chr4	-	396265	416428	396588	412157	11	396265,397719,398383,398510,399021,399341,402748,407532,411050,414487,416274,	397257,398295,398451,398828,399187,399526,403034,407610,412170,415948,416428,	FBgn0262636	Lin29	Lin29
FBtr0307045	chr4	-	396265	416428	396588	412157	11	396265,397719,398383,398510,399021,399341,402748,407532,411050,414487,416145,	397257,398295,398451,398828,399187,399526,403034,407610,412170,415948,416428,	FBgn0262636	Lin29	Lin29
FBtr0307046	chr4	-	396265	416428	396588	412157	10	396265,397719,398383,398510,399021,399341,402748,407532,411050,416145,	397257,398295,398451,398828,399187,399526,403034,407610,412170,416428,	FBgn0262636	Lin29	Lin29
FBtr0089128	chr4	-	396265	414016	396588	412157	10	396265,397719,398383,398510,399021,399341,402748,407532,411050,413888,	397257,398295,398451,398828,399187,399526,403034,407610,412170,414016,	FBgn0262636	Lin29	Lin29
FBtr0089129	chr4	-	396265	414016	396588	412157	10	396265,397719,398383,398510,399021,399341,402748,407532,411050,413888,	397257,398295,398451,398828,399157,399526,403034,407610,412170,414016,	FBgn0262636	Lin29	Lin29
FBtr0307044	chr4	-	396265	408661	396588	408484	9	396265,397719,398383,398510,399021,399341,402748,407532,408454,	397257,398295,398451,398828,399187,399526,403034,407610,408661,	FBgn0262636	Lin29	Lin29
FBtr0309072	chr4	+	446692	447227	447227	447227	1	446692,	447227,	FBgn0263385	CR43437	CR43437
FBtr0089111	chr4	-	457582	464533	458011	464019	6	457582,459600,460073,462805,463489,463838,	459544,459791,462077,463015,463780,464533,	FBgn0039907	lgs	lgs
FBtr0089063	chr4	+	466129	474573	470934	473825	8	466129,467726,470867,470996,471815,473243,473428,473597,	466274,467861,470942,471135,472080,473370,473516,474573,	FBgn0016126	CaMKI	CaMKI
FBtr0089065	chr4	+	466129	474573	467545	473825	9	466129,467726,470549,470867,470996,471815,473243,473428,473597,	467661,467861,470594,470942,471135,472080,473370,473516,474573,	FBgn0016126	CaMKI	CaMKI
FBtr0089069	chr4	+	466718	474573	467545	473825	11	466718,467256,467446,467726,470549,470867,470996,471815,473243,473428,473597,	467112,467377,467661,467861,470594,470942,471135,472080,473370,473516,474573,	FBgn0016126	CaMKI	CaMKI
FBtr0333670	chr4	+	466718	474573	467545	473825	9	466718,467256,467726,470867,470996,471815,473243,473428,473597,	467112,467661,467861,470942,471135,472080,473370,473516,474573,	FBgn0016126	CaMKI	CaMKI
FBtr0089067	chr4	+	467203	474573	467545	473825	10	467203,467446,467726,470549,470867,470996,471815,473243,473428,473597,	467377,467661,467861,470594,470942,471135,472080,473370,473516,474573,	FBgn0016126	CaMKI	CaMKI
FBtr0089110	chr4	-	480507	487450	480646	487295	8	480507,480828,481339,482130,483013,483680,485422,487126,	480767,481282,481673,482954,483127,485366,485941,487450,	FBgn0026262	bip2	bip2
FBtr0303020	chr4	+	488122	492102	492102	492102	4	488122,488376,489782,491639,	488319,488620,489956,492102,	FBgn0262731	pncr013:4	pncr013:4
FBtr0303021	chr4	+	488122	492102	492102	492102	3	488122,488376,491639,	488319,488620,492102,	FBgn0262731	pncr013:4	pncr013:4
FBtr0333916	chr4	+	488122	492102	492102	492102	6	488122,488376,489415,489782,490780,491639,	488319,488620,489624,489956,490840,492102,	FBgn0262731	pncr013:4	pncr013:4
FBtr0091952	chr4	+	488122	489319	489319	489319	2	488122,488376,	488319,489319,	FBgn0262731	pncr013:4	pncr013:4
FBtr0332906	chr4	-	490034	506659	492914	505858	14	490034,493203,493772,495078,495585,497588,497917,499163,499425,500660,500927,501401,501834,505835,	493146,493303,494345,495394,495730,497728,498709,499364,499494,500864,501317,501767,502330,506659,	FBgn0039908	Asator	Asator
FBtr0300344	chr4	-	491911	504429	495510	501888	13	491911,493203,493772,495078,497588,497917,499163,499425,500660,500927,501401,501834,504126,	493146,493303,494345,495730,497728,498709,499364,499494,500864,501317,501767,502330,504429,	FBgn0039908	Asator	Asator
FBtr0332905	chr4	-	491911	504429	492914	501888	14	491911,493203,493772,495078,495585,497588,497917,499163,499425,500660,500927,501401,501834,504126,	493146,493303,494345,495394,495730,497728,498709,499364,499494,500864,501317,501767,502330,504429,	FBgn0039908	Asator	Asator
FBtr0300342	chr4	-	491911	502596	492914	502462	14	491911,493203,493772,495078,495585,497588,497917,499163,499425,500660,500927,501401,501834,502436,	493146,493303,494345,495394,495730,497728,498709,499364,499494,500864,501317,501767,502330,502596,	FBgn0039908	Asator	Asator
FBtr0332907	chr4	-	493520	506659	493701	505858	12	493520,495078,495585,497588,497917,499163,499425,500660,500927,501401,501834,505835,	494345,495394,495730,497728,498709,499364,499494,500864,501317,501767,502330,506659,	FBgn0039908	Asator	Asator
FBtr0332908	chr4	-	493520	504429	493701	501888	12	493520,495078,495585,497588,497917,499163,499425,500660,500927,501401,501834,504126,	494345,495394,495730,497728,498709,499364,499494,500864,501317,501767,502330,504429,	FBgn0039908	Asator	Asator
FBtr0300343	chr4	-	493520	502596	493701	502462	12	493520,495078,495585,497588,497917,499163,499425,500660,500927,501401,501834,502436,	494345,495394,495730,497728,498709,499364,499494,500864,501317,501767,502330,502596,	FBgn0039908	Asator	Asator
FBtr0332904	chr4	-	493520	502596	493701	502462	9	493520,495078,497917,499163,500660,500927,501401,501834,502436,	494345,495394,498709,499364,500864,501317,501767,502330,502596,	FBgn0039908	Asator	Asator
FBtr0333706	chr4	-	561184	578480	566288	574202	6	561184,569884,570339,571379,572616,578068,	568769,570247,570499,572006,574367,578480,	FBgn0026869	Thd1	Thd1
FBtr0089106	chr4	-	565893	578480	566288	574202	6	565893,569884,570339,571379,572616,578068,	568769,570247,570499,572006,574367,578480,	FBgn0026869	Thd1	Thd1
FBtr0333707	chr4	-	577650	578480	578480	578480	2	577650,578068,	577983,578480,	FBgn0264618	CR43958	CR43958
FBtr0089995	chr4	+	578607	586557	580883	586382	9	578607,580720,580974,581096,581343,584986,585166,586032,586226,	578794,580926,581037,581209,581446,585105,585288,586141,586557,	FBgn0022361	Pur-alpha	Pur-alpha
FBtr0089996	chr4	+	578607	586557	580883	586382	9	578607,580723,580974,581096,581343,584986,585166,586035,586226,	578794,580926,581037,581209,581446,585105,585288,586141,586557,	FBgn0022361	Pur-alpha	Pur-alpha
FBtr0089994	chr4	+	578782	586557	580883	586382	9	578782,580723,580974,581096,581343,584986,585166,586035,586226,	578926,580926,581037,581209,581446,585105,585288,586141,586557,	FBgn0022361	Pur-alpha	Pur-alpha
FBtr0089993	chr4	+	578848	587883	580905	586382	9	578848,580720,580997,581096,581343,584986,585166,586032,586226,	578926,580926,581037,581209,581446,585105,585288,586141,587883,	FBgn0022361	Pur-alpha	Pur-alpha
FBtr0310640	chr4	+	578848	587883	580905	586382	9	578848,580720,580997,581096,581343,584986,585166,586035,586226,	578926,580926,581037,581209,581446,585105,585288,586141,587883,	FBgn0022361	Pur-alpha	Pur-alpha
FBtr0310639	chr4	+	578848	586557	580883	586382	9	578848,580720,580974,581096,581343,584986,585166,586032,586226,	578895,580926,581037,581209,581446,585105,585288,586141,586557,	FBgn0022361	Pur-alpha	Pur-alpha
FBtr0310638	chr4	+	580386	587883	580883	586382	9	580386,580720,580974,581096,581343,584986,585166,586035,586226,	580519,580926,581037,581209,581446,585105,585288,586141,587883,	FBgn0022361	Pur-alpha	Pur-alpha
FBtr0333676	chr4	-	588921	592180	588992	591321	7	588921,589739,590600,590859,591034,591229,592160,	589682,589927,590802,590969,591159,591407,592180,	FBgn0039909	CG1970	CG1970
FBtr0089105	chr4	-	588921	591416	588992	591321	6	588921,589739,590600,590859,591034,591229,	589682,589927,590802,590969,591159,591416,	FBgn0039909	CG1970	CG1970
FBtr0089077	chr4	+	592380	600748	594374	597948	5	592380,594238,595960,596327,597604,	592797,595054,596271,596951,600748,	FBgn0040324	Ephrin	Ephrin
FBtr0089075	chr4	+	592380	598769	594374	597948	5	592380,594238,595960,596327,597604,	592592,595054,596271,596951,598769,	FBgn0040324	Ephrin	Ephrin
FBtr0089076	chr4	+	592380	598769	594374	597948	5	592380,594238,595960,596327,597604,	592489,595054,596271,596951,598769,	FBgn0040324	Ephrin	Ephrin
FBtr0089079	chr4	+	603736	609976	604451	609576	10	603736,604414,604561,605387,605615,605923,606465,607527,608468,609197,	603878,604489,604644,605557,605800,606398,606564,607719,608668,609976,	FBgn0039911	CG1909	CG1909
FBtr0089080	chr4	+	603770	609976	604451	609576	10	603770,604414,604561,605387,605615,605923,606465,607527,608468,609197,	603851,604489,604644,605557,605800,606398,606564,607719,608668,609976,	FBgn0039911	CG1909	CG1909
FBtr0310610	chr4	-	619180	628351	621729	627328	5	619180,622382,623937,625628,628062,	622155,622561,624878,627370,628351,	FBgn0028996	onecut	onecut
FBtr0089104	chr4	-	619180	628119	621729	627328	4	619180,622382,623937,625628,	622155,622561,624878,628119,	FBgn0028996	onecut	onecut
FBtr0089086	chr4	+	631309	643096	632028	640984	14	631309,631910,632352,634240,634562,635661,636630,638973,639161,639318,640262,640473,640879,642554,	631522,632281,632432,634421,635048,636549,636807,639102,639257,639689,640409,640803,642498,643096,	FBgn0025936	Eph	Eph
FBtr0089082	chr4	+	631309	641552	632028	640984	13	631309,631910,632352,634240,634562,635661,636630,638973,639161,639318,640262,640473,640879,	631522,632281,632432,634421,635048,636549,636807,639102,639257,639689,640409,640803,641552,	FBgn0025936	Eph	Eph
FBtr0089083	chr4	+	631309	641552	632053	640984	14	631309,631910,632138,632352,634240,634562,635661,636630,638973,639161,639318,640262,640473,640879,	631522,632064,632281,632432,634421,635048,636549,636807,639102,639257,639689,640409,640803,641552,	FBgn0025936	Eph	Eph
FBtr0089084	chr4	+	631309	641552	632028	640984	14	631309,631910,632352,634240,634562,635661,636630,637929,638973,639161,639318,640262,640473,640879,	631522,632281,632432,634421,635048,636549,636807,637977,639102,639257,639689,640409,640803,641552,	FBgn0025936	Eph	Eph
FBtr0301285	chr4	+	631309	641360	632053	640880	15	631309,631910,632138,632352,634240,634562,635661,636630,637929,638973,639161,639318,640262,640473,640879,	631522,632064,632281,632432,634421,635048,636549,636807,637977,639102,639257,639689,640409,640733,641360,	FBgn0025936	Eph	Eph
FBtr0089085	chr4	+	631309	640977	632028	640860	13	631309,631910,632352,634240,634562,635661,636630,637929,638973,639161,639318,640262,640473,	631522,632281,632432,634421,635048,636549,636807,637977,639102,639257,639689,640409,640977,	FBgn0025936	Eph	Eph
FBtr0089103	chr4	-	643844	646657	643996	646210	2	643844,645397,	645289,646657,	FBgn0039914	mav	mav
FBtr0304450	chr4	+	646751	646838	646838	646838	1	646751,	646838,	FBgn0262302	mir-954	mir-954
FBtr0304451	chr4	+	646767	646788	646788	646788	1	646767,	646788,	FBgn0262302	mir-954	mir-954
FBtr0089102	chr4	-	656750	667182	660206	667146	12	656750,659640,659958,660732,660898,661158,662901,663117,664614,666574,666858,667070,	657244,659829,660674,660837,661102,661362,663054,663354,664781,666808,667020,667182,	FBgn0039916	CG9935	CG9935
FBtr0110906	chr4	-	656750	667182	656933	667146	13	656750,659640,659958,660218,660732,660898,661158,662901,663117,664614,666574,666858,667070,	657244,659829,660160,660674,660837,661102,661362,663054,663354,664781,666808,667020,667182,	FBgn0039916	CG9935	CG9935
FBtr0110907	chr4	-	656750	667182	656933	667146	14	656750,657177,659640,659958,660218,660732,660898,661158,662901,663117,664614,666574,666858,667070,	657093,657244,659829,660160,660674,660837,661102,661362,663054,663354,664781,666808,667020,667182,	FBgn0039916	CG9935	CG9935
FBtr0310542	chr4	-	669666	681234	670882	678963	10	669666,672930,673271,673526,674495,675130,675686,676841,678527,681054,	671656,673210,673459,673677,674674,675424,676061,678310,679134,681234,	FBgn0051992	gw	gw
FBtr0089096	chr4	-	670596	681234	670882	678963	10	670596,672930,673271,673526,674495,675130,675686,676841,678527,681054,	671656,673210,673468,673677,674674,675424,676061,678310,679134,681234,	FBgn0051992	gw	gw
FBtr0310543	chr4	-	670596	681234	670882	678963	10	670596,672930,673271,673526,674495,675130,675686,676841,678527,681054,	671656,673204,673468,673677,674674,675424,676061,678310,679134,681234,	FBgn0051992	gw	gw
FBtr0089097	chr4	-	670596	680609	670882	678963	10	670596,672930,673271,673526,674495,675130,675686,676841,678527,680546,	671656,673210,673468,673677,674674,675424,676061,678310,679134,680609,	FBgn0051992	gw	gw
FBtr0089100	chr4	-	670596	680609	670882	678963	10	670596,672930,673271,673526,674495,675130,675686,676841,678527,680185,	671656,673210,673468,673677,674674,675424,676061,678310,679134,680609,	FBgn0051992	gw	gw
FBtr0089101	chr4	-	670596	680609	670882	678963	10	670596,672930,673271,673526,674495,675130,675686,676841,678527,680503,	671656,673210,673468,673677,674674,675424,676061,678310,679134,680609,	FBgn0051992	gw	gw
FBtr0089090	chr4	+	684213	690510	684326	690076	6	684213,684480,685613,686576,689045,689755,	684368,684966,685931,687558,689200,690510,	FBgn0024728	Slip1	Slip1
FBtr0310536	chr4	+	684213	690510	684326	690076	5	684213,684480,686576,689045,689755,	684368,684966,687558,689200,690510,	FBgn0024728	Slip1	Slip1
FBtr0310537	chr4	+	684213	690510	684326	689811	5	684213,684480,685613,686576,689755,	684368,684966,685931,687558,690510,	FBgn0024728	Slip1	Slip1
FBtr0310539	chr4	+	691767	711276	701334	706666	4	691767,691872,701065,705206,	691792,692013,701761,711276,	FBgn0039920	CG11360	CG11360
FBtr0310541	chr4	+	691767	708191	701334	706666	3	691767,701065,705206,	692242,701761,708191,	FBgn0039920	CG11360	CG11360
FBtr0310540	chr4	+	700895	708191	701334	706666	3	700895,701065,705206,	700930,701761,708191,	FBgn0039920	CG11360	CG11360
FBtr0089091	chr4	+	701218	710221	701334	706666	2	701218,705206,	701761,710221,	FBgn0039920	CG11360	CG11360
FBtr0089093	chr4	-	711889	716675	712616	715015	4	711889,713050,714006,716322,	712985,713469,715042,716675,	FBgn0026199	myo	myo
FBtr0089094	chr4	-	711889	716675	712616	715015	4	711889,713050,714006,715839,	712985,713469,715042,716675,	FBgn0026199	myo	myo
FBtr0089095	chr4	-	711889	716675	712616	715015	5	711889,713050,714006,715839,716581,	712985,713469,715042,715963,716675,	FBgn0026199	myo	myo
FBtr0089092	chr4	-	711892	716675	712616	715015	5	711892,713050,714006,715839,716322,	712985,713469,715042,716065,716675,	FBgn0026199	myo	myo
FBtr0089235	chr4	+	718314	741787	734669	741548	8	718314,731542,733118,734483,737752,738279,739899,740947,	718509,731708,733299,735138,737926,738555,740254,741787,	FBgn0005558	ey	ey
FBtr0089236	chr4	+	725702	741787	725790	741548	8	725702,731542,733118,734483,737752,738279,739899,740947,	725899,731708,733299,735138,737926,738555,740254,741787,	FBgn0005558	ey	ey
FBtr0100396	chr4	+	725702	741787	725790	741548	9	725702,728117,731542,733118,734483,737752,738279,739899,740947,	725899,728297,731708,733299,735138,737926,738555,740254,741787,	FBgn0005558	ey	ey
FBtr0100395	chr4	+	728054	741787	728131	741548	8	728054,731542,733118,734483,737752,738279,739899,740947,	728297,731708,733299,735138,737926,738555,740254,741787,	FBgn0005558	ey	ey
FBtr0089253	chr4	-	799079	809604	799452	807772	6	799079,803799,803927,806817,807706,809520,	802295,803871,804563,807652,807835,809604,	FBgn0039923	MED26	MED26
FBtr0089254	chr4	-	799079	808262	799452	807772	6	799079,803799,803927,806817,807706,808077,	802295,803871,804563,807652,807835,808262,	FBgn0039923	MED26	MED26
FBtr0089242	chr4	+	820058	820553	820196	820553	1	820058,	820553,	FBgn0039939	CG11231	CG11231
FBtr0100600	chr4	-	821055	854639	821908	844225	5	821055,823023,844126,848484,854004,	822736,823953,844244,848550,854639,	FBgn0039938	Sox102F	Sox102F
FBtr0089252	chr4	-	821908	827971	821908	823938	3	821908,823023,827811,	822736,823953,827971,	FBgn0039938	Sox102F	Sox102F
FBtr0089251	chr4	-	857609	865132	857834	859634	2	857609,864917,	859697,865132,	FBgn0039937	fd102C	fd102C
FBtr0091801	chr4	+	864172	864430	864172	864430	1	864172,	864430,	FBgn0053797	CG33797	CG33797
FBtr0300882	chr4	-	876025	887652	876135	886892	9	876025,876311,880932,881065,882418,885973,886327,886556,887601,	876261,876466,881007,882013,885037,886268,886477,886920,887652,	FBgn0039936	CG11148	CG11148
FBtr0300883	chr4	-	876025	887652	876135	886892	9	876025,876311,880932,881065,882418,885973,886327,886556,887591,	876261,876466,881007,882013,885037,886268,886477,886920,887652,	FBgn0039936	CG11148	CG11148
FBtr0300884	chr4	-	876025	887652	876135	886892	9	876025,876311,880932,881065,882418,885973,886327,886556,887595,	876261,876466,881007,882013,885037,886268,886477,886920,887652,	FBgn0039936	CG11148	CG11148
FBtr0300885	chr4	-	876025	887652	876135	886892	9	876025,876311,880932,881065,882418,885973,886327,886556,887595,	876261,876466,881007,882013,885037,886268,886498,886920,887652,	FBgn0039936	CG11148	CG11148
